,shot,gas_name,collisionality,heating power,pressure,gas,R_0,ne,Te,phif,phip,I_B,filename
0,10259,Kr,0.77255768,27.120024,85.587898,83,0.04,2.092e+18,3.266,6.132,24.25,,
1,10259,Kr,0.77255768,27.120024,85.587898,83,0.05,2.012e+18,3.296,5.806,24.09,,
2,10259,Kr,0.77255768,27.120024,85.587898,83,0.06,2.074e+18,3.643,4.838,25.04,,
3,10259,Kr,0.77255768,27.120024,85.587898,83,0.07,1.913e+18,3.871,3.484,24.96,,
4,10259,Kr,0.77255768,27.120024,85.587898,83,0.08,1.563e+18,4.445,0.9074,25.56,,
5,10259,Kr,0.77255768,27.120024,85.587898,83,0.09,8.08e+17,5.445,-5.253,24.95,,
6,10259,Kr,0.77255768,27.120024,85.587898,83,0.1,3.409e+17,7.334,-15.1,25.58,,
7,10259,Kr,0.77255768,27.120024,85.587898,83,0.11,2.281e+17,8.408,-20.04,26.6,,
8,10259,Kr,0.77255768,27.120024,85.587898,83,0.12,2.611e+17,5.486,-4.142,26.29,,
9,10259,Kr,0.77255768,27.120024,85.587898,83,0.13,3.827e+17,3.402,6.376,25.24,,
10,10260,Kr,0.86266673,13.404324,85.14068999999999,83,0.04,1.324e+18,3.343,1.595,20.14,,
11,10260,Kr,0.86266673,13.404324,85.14068999999999,83,0.05,1.312e+18,3.434,1.191,20.24,,
12,10260,Kr,0.86266673,13.404324,85.14068999999999,83,0.06,1.235e+18,3.586,0.4295,20.32,,
13,10260,Kr,0.86266673,13.404324,85.14068999999999,83,0.07,1.119e+18,3.988,-1.177,20.94,,
14,10260,Kr,0.86266673,13.404324,85.14068999999999,83,0.08,8.859e+17,4.615,-4.078,21.52,,
15,10260,Kr,0.86266673,13.404324,85.14068999999999,83,0.09,4.952e+17,5.718,-10.05,21.67,,
16,10260,Kr,0.86266673,13.404324,85.14068999999999,83,0.1,2.28e+17,6.688,-16.78,20.31,,
17,10260,Kr,0.86266673,13.404324,85.14068999999999,83,0.11,1.779e+17,7.225,-18.16,21.92,,
18,10260,Kr,0.86266673,13.404324,85.14068999999999,83,0.12,1.6e+17,4.562,-5.686,19.62,,
19,10260,Kr,0.86266673,13.404324,85.14068999999999,83,0.13,1.584e+17,3.123,1.982,19.3,,
20,10261,Kr,0.44541819,27.009322,42.813627,83,0.04,3.137e+18,5.915,-1.189,31.62,,
21,10261,Kr,0.44541819,27.009322,42.813627,83,0.05,3.054e+18,6.091,-1.806,31.98,,
22,10261,Kr,0.44541819,27.009322,42.813627,83,0.06,2.661e+18,6.502,-3.661,32.4,,
23,10261,Kr,0.44541819,27.009322,42.813627,83,0.07,2.17e+18,7.144,-6.151,33.47,,
24,10261,Kr,0.44541819,27.009322,42.813627,83,0.08,1.381e+18,8.166,-10.98,34.31,,
25,10261,Kr,0.44541819,27.009322,42.813627,83,0.09,6.565e+17,9.226,-17.8,33.37,,
26,10261,Kr,0.44541819,27.009322,42.813627,83,0.1,5.264e+17,11.7,-20.08,44.81,,
27,10261,Kr,0.44541819,27.009322,42.813627,83,0.11,4.391e+17,11.55,-18.95,45.09,,
28,10261,Kr,0.44541819,27.009322,42.813627,83,0.12,3.995e+17,6.136,-1.659,32.38,,
29,10261,Kr,0.44541819,27.009322,42.813627,83,0.13,4.056e+17,4.103,5.782,28.54,,
30,10262,Kr,0.35180435,13.332284,41.786088,83,0.04,2.001e+18,4.833,-3.193,23.61,,
31,10262,Kr,0.35180435,13.332284,41.786088,83,0.05,1.936e+18,4.826,-3.581,23.18,,
32,10262,Kr,0.35180435,13.332284,41.786088,83,0.06,1.822e+18,5.249,-5.012,24.1,,
33,10262,Kr,0.35180435,13.332284,41.786088,83,0.07,1.533e+18,6.256,-7.81,26.89,,
34,10262,Kr,0.35180435,13.332284,41.786088,83,0.08,9.324e+17,6.923,-12.4,26.0,,
35,10262,Kr,0.35180435,13.332284,41.786088,83,0.09,2.805e+17,8.388,-24.07,22.46,,
36,10262,Kr,0.35180435,13.332284,41.786088,83,0.1,1.862e+17,8.913,-26.62,22.81,,
37,10262,Kr,0.35180435,13.332284,41.786088,83,0.11,1.52e+17,9.433,-26.33,26.0,,
38,10262,Kr,0.35180435,13.332284,41.786088,83,0.12,1.53e+17,5.292,-7.105,22.25,,
39,10262,Kr,0.35180435,13.332284,41.786088,83,0.13,1.355e+17,3.64,0.238,20.43,,
40,10266,Ar,6.940539599999999,27.102438000000003,172.79257,39,0.04,1.266e+18,2.897,8.492,23.48,,
41,10266,Ar,6.940539599999999,27.102438000000003,172.79257,39,0.05,1.314e+18,2.981,8.337,23.77,,
42,10266,Ar,6.940539599999999,27.102438000000003,172.79257,39,0.06,1.345e+18,3.095,7.921,23.94,,
43,10266,Ar,6.940539599999999,27.102438000000003,172.79257,39,0.07,1.327e+18,3.336,6.996,24.26,,
44,10266,Ar,6.940539599999999,27.102438000000003,172.79257,39,0.08,1.23e+18,3.747,5.463,24.85,,
45,10266,Ar,6.940539599999999,27.102438000000003,172.79257,39,0.09,9.691e+17,4.498,2.384,25.66,,
46,10266,Ar,6.940539599999999,27.102438000000003,172.79257,39,0.1,5.168e+17,5.33,-2.328,25.26,,
47,10266,Ar,6.940539599999999,27.102438000000003,172.79257,39,0.11,3.952e+17,6.648,-5.179,29.23,,
48,10266,Ar,6.940539599999999,27.102438000000003,172.79257,39,0.12,3.441e+17,4.337,2.563,25.01,,
49,10266,Ar,6.940539599999999,27.102438000000003,172.79257,39,0.13,2.965e+17,2.952,8.12,23.4,,
50,10267,Ar,5.738379999999999,27.146109,127.00456,39,0.04,1.534e+18,3.156,7.986,24.32,,
51,10267,Ar,5.738379999999999,27.146109,127.00456,39,0.05,1.566e+18,3.181,7.886,24.35,,
52,10267,Ar,5.738379999999999,27.146109,127.00456,39,0.06,1.559e+18,3.334,7.267,24.52,,
53,10267,Ar,5.738379999999999,27.146109,127.00456,39,0.07,1.531e+18,3.634,6.264,25.07,,
54,10267,Ar,5.738379999999999,27.146109,127.00456,39,0.08,1.367e+18,4.101,4.415,25.64,,
55,10267,Ar,5.738379999999999,27.146109,127.00456,39,0.09,9.726e+17,4.937,0.8274,26.38,,
56,10267,Ar,5.738379999999999,27.146109,127.00456,39,0.1,5.057e+17,5.875,-4.331,26.07,,
57,10267,Ar,5.738379999999999,27.146109,127.00456,39,0.11,3.964e+17,7.804,-8.009,32.38,,
58,10267,Ar,5.738379999999999,27.146109,127.00456,39,0.12,3.607e+17,4.997,0.8986,26.76,,
59,10267,Ar,5.738379999999999,27.146109,127.00456,39,0.13,3.155e+17,3.155,7.739,24.07,,
60,10268,Ar,6.2786718,13.373256,129.20354,39,0.04,1.139e+18,3.019,4.22,19.84,,
61,10268,Ar,6.2786718,13.373256,129.20354,39,0.05,1.155e+18,3.109,4.032,20.12,,
62,10268,Ar,6.2786718,13.373256,129.20354,39,0.06,1.083e+18,3.28,3.475,20.45,,
63,10268,Ar,6.2786718,13.373256,129.20354,39,0.07,1.045e+18,3.515,2.538,20.73,,
64,10268,Ar,6.2786718,13.373256,129.20354,39,0.08,9.068e+17,4.017,0.6779,21.47,,
65,10268,Ar,6.2786718,13.373256,129.20354,39,0.09,6.18e+17,4.642,-2.557,21.47,,
66,10268,Ar,6.2786718,13.373256,129.20354,39,0.1,3.391e+17,5.335,-6.629,20.98,,
67,10268,Ar,6.2786718,13.373256,129.20354,39,0.11,2.208e+17,6.061,-8.888,22.48,,
68,10268,Ar,6.2786718,13.373256,129.20354,39,0.12,1.64e+17,4.028,-1.904,18.94,,
69,10268,Ar,6.2786718,13.373256,129.20354,39,0.13,1.197e+17,2.91,2.89,17.95,,
70,10269,Ar,4.0989875,27.125772,85.364383,39,0.04,1.764e+18,3.463,7.104,25.03,,
71,10269,Ar,4.0989875,27.125772,85.364383,39,0.05,1.767e+18,3.588,6.811,25.38,,
72,10269,Ar,4.0989875,27.125772,85.364383,39,0.06,1.727e+18,3.798,5.95,25.61,,
73,10269,Ar,4.0989875,27.125772,85.364383,39,0.07,1.629e+18,4.216,4.488,26.31,,
74,10269,Ar,4.0989875,27.125772,85.364383,39,0.08,1.247e+18,4.702,1.899,26.24,,
75,10269,Ar,4.0989875,27.125772,85.364383,39,0.09,7.313e+17,5.607,-2.881,26.14,,
76,10269,Ar,4.0989875,27.125772,85.364383,39,0.1,3.621e+17,6.857,-9.471,26.01,,
77,10269,Ar,4.0989875,27.125772,85.364383,39,0.11,2.332e+17,8.41,-14.6,28.93,,
78,10269,Ar,4.0989875,27.125772,85.364383,39,0.12,2.913e+17,5.484,-1.135,27.25,,
79,10269,Ar,4.0989875,27.125772,85.364383,39,0.13,2.679e+17,5.129,4.878,31.43,,
80,10270,Ar,4.8632698,13.265041,85.300343,39,0.04,1.552e+18,3.499,3.519,21.63,,
81,10270,Ar,4.8632698,13.265041,85.300343,39,0.05,1.486e+18,3.443,3.345,21.17,,
82,10270,Ar,4.8632698,13.265041,85.300343,39,0.06,1.471e+18,3.685,2.559,21.63,,
83,10270,Ar,4.8632698,13.265041,85.300343,39,0.07,1.357e+18,3.999,1.27,21.96,,
84,10270,Ar,4.8632698,13.265041,85.300343,39,0.08,1.027e+18,4.493,-0.8896,22.36,,
85,10270,Ar,4.8632698,13.265041,85.300343,39,0.09,6.494e+17,5.25,-4.679,22.49,,
86,10270,Ar,4.8632698,13.265041,85.300343,39,0.1,3.276e+17,6.359,-10.22,22.69,,
87,10270,Ar,4.8632698,13.265041,85.300343,39,0.11,2.668e+17,7.418,-11.96,26.43,,
88,10270,Ar,4.8632698,13.265041,85.300343,39,0.12,2.542e+17,4.658,-1.647,22.46,,
89,10270,Ar,4.8632698,13.265041,85.300343,39,0.13,2.187e+17,3.34,3.74,21.03,,
90,10271,Ar,1.9664852,27.205152,43.22734,39,0.04,2.448e+18,4.753,2.581,27.18,,
91,10271,Ar,1.9664852,27.205152,43.22734,39,0.05,2.378e+18,4.707,2.315,26.68,,
92,10271,Ar,1.9664852,27.205152,43.22734,39,0.06,2.255e+18,5.367,0.4323,28.21,,
93,10271,Ar,1.9664852,27.205152,43.22734,39,0.07,1.528e+18,5.887,-2.871,27.6,,
94,10271,Ar,1.9664852,27.205152,43.22734,39,0.08,9.388e+17,7.093,-8.286,28.43,,
95,10271,Ar,1.9664852,27.205152,43.22734,39,0.09,3.259e+17,8.857,-19.74,26.1,,
96,10271,Ar,1.9664852,27.205152,43.22734,39,0.1,2.375e+16,10.13,-46.4,6.022,,
97,10271,Ar,1.9664852,27.205152,43.22734,39,0.11,2.145e+16,10.14,-43.85,8.616,,
98,10271,Ar,1.9664852,27.205152,43.22734,39,0.12,2.876e+16,6.082,-15.32,16.15,,
99,10271,Ar,1.9664852,27.205152,43.22734,39,0.13,1.437e+17,4.148,3.405,24.87,,
100,10272,Ar,1.9122624,13.09796,42.684051,39,0.04,1.573e+18,4.839,-2.594,22.45,,
101,10272,Ar,1.9122624,13.09796,42.684051,39,0.05,1.493e+18,5.08,-3.45,22.84,,
102,10272,Ar,1.9122624,13.09796,42.684051,39,0.06,1.132e+18,4.908,-4.895,20.5,,
103,10272,Ar,1.9122624,13.09796,42.684051,39,0.07,8.098e+17,5.865,-8.406,21.95,,
104,10272,Ar,1.9122624,13.09796,42.684051,39,0.08,4.86e+17,7.003,-13.74,22.51,,
105,10272,Ar,1.9122624,13.09796,42.684051,39,0.09,5.817e+16,7.764,-30.54,9.643,,
106,10272,Ar,1.9122624,13.09796,42.684051,39,0.1,2.117e+16,8.789,-41.15,4.341,,
107,10272,Ar,1.9122624,13.09796,42.684051,39,0.11,1.676e+16,8.863,-40.09,5.779,,
108,10272,Ar,1.9122624,13.09796,42.684051,39,0.12,4.746e+16,5.261,-11.2,16.02,,
109,10272,Ar,1.9122624,13.09796,42.684051,39,0.13,5.865e+16,3.694,-1.686,17.43,,
110,10273,Ar,5.589155099999999,27.152848,127.11952,39,0.04,1.48e+18,3.176,7.919,24.36,,
111,10273,Ar,5.589155099999999,27.152848,127.11952,39,0.05,1.502e+18,3.226,7.761,24.46,,
112,10273,Ar,5.589155099999999,27.152848,127.11952,39,0.06,1.479e+18,3.344,7.233,24.54,,
113,10273,Ar,5.589155099999999,27.152848,127.11952,39,0.07,1.433e+18,3.58,6.252,24.78,,
114,10273,Ar,5.589155099999999,27.152848,127.11952,39,0.08,1.306e+18,4.08,4.368,25.48,,
115,10273,Ar,5.589155099999999,27.152848,127.11952,39,0.09,9.277e+17,4.892,0.81,26.13,,
116,10273,Ar,5.589155099999999,27.152848,127.11952,39,0.1,4.12e+17,5.819,-5.139,24.98,,
117,10273,Ar,5.589155099999999,27.152848,127.11952,39,0.11,2.631e+17,6.672,-8.907,25.62,,
118,10273,Ar,5.589155099999999,27.152848,127.11952,39,0.12,2.75e+17,4.822,0.1586,25.11,,
119,10273,Ar,5.589155099999999,27.152848,127.11952,39,0.13,2.669e+17,3.245,6.995,23.79,,
120,10274,Ar,6.2445291,13.300881,129.1754,39,0.04,1.136e+18,3.094,4.201,20.21,,
121,10274,Ar,6.2445291,13.300881,129.1754,39,0.05,1.151e+18,3.169,3.95,20.35,,
122,10274,Ar,6.2445291,13.300881,129.1754,39,0.06,1.132e+18,3.349,3.376,20.71,,
123,10274,Ar,6.2445291,13.300881,129.1754,39,0.07,1.077e+18,3.564,2.558,21.0,,
124,10274,Ar,6.2445291,13.300881,129.1754,39,0.08,9.048e+17,3.995,0.7173,21.39,,
125,10274,Ar,6.2445291,13.300881,129.1754,39,0.09,6.049e+17,4.721,-2.768,21.66,,
126,10274,Ar,6.2445291,13.300881,129.1754,39,0.1,3.372e+17,5.357,-6.543,21.18,,
127,10274,Ar,6.2445291,13.300881,129.1754,39,0.11,2.247e+17,5.955,-8.402,22.42,,
128,10274,Ar,6.2445291,13.300881,129.1754,39,0.12,1.826e+17,3.957,-1.148,19.33,,
129,10274,Ar,6.2445291,13.300881,129.1754,39,0.13,1.405e+17,2.947,3.619,18.87,,
130,10275,Ar,4.1795605,27.23693,86.036736,39,0.04,1.803e+18,3.569,6.658,25.13,,
131,10275,Ar,4.1795605,27.23693,86.036736,39,0.05,1.812e+18,3.48,6.626,24.63,,
132,10275,Ar,4.1795605,27.23693,86.036736,39,0.06,1.79e+18,3.9,5.674,25.86,,
133,10275,Ar,4.1795605,27.23693,86.036736,39,0.07,1.685e+18,4.205,4.332,26.1,,
134,10275,Ar,4.1795605,27.23693,86.036736,39,0.08,1.319e+18,4.731,1.815,26.3,,
135,10275,Ar,4.1795605,27.23693,86.036736,39,0.09,6.877e+17,5.661,-3.498,25.8,,
136,10275,Ar,4.1795605,27.23693,86.036736,39,0.1,3.799e+17,7.341,-10.14,27.85,,
137,10275,Ar,4.1795605,27.23693,86.036736,39,0.11,2.845e+17,9.169,-14.38,33.07,,
138,10275,Ar,4.1795605,27.23693,86.036736,39,0.12,2.834e+17,5.286,-0.8673,26.49,,
139,10275,Ar,4.1795605,27.23693,86.036736,39,0.13,2.694e+17,3.674,6.254,25.27,,
140,10276,Ar,4.5711965,13.252225,85.15406300000001,39,0.04,1.453e+18,3.475,2.883,20.87,,
141,10276,Ar,4.5711965,13.252225,85.15406300000001,39,0.05,1.455e+18,3.611,2.493,21.18,,
142,10276,Ar,4.5711965,13.252225,85.15406300000001,39,0.06,1.445e+18,3.835,1.866,21.71,,
143,10276,Ar,4.5711965,13.252225,85.15406300000001,39,0.07,1.216e+18,3.911,0.8748,21.11,,
144,10276,Ar,4.5711965,13.252225,85.15406300000001,39,0.08,9.354e+17,4.637,-1.89,22.11,,
145,10276,Ar,4.5711965,13.252225,85.15406300000001,39,0.09,5.333e+17,5.456,-6.394,21.84,,
146,10276,Ar,4.5711965,13.252225,85.15406300000001,39,0.1,2.594e+17,6.271,-11.67,20.79,,
147,10276,Ar,4.5711965,13.252225,85.15406300000001,39,0.11,1.542e+17,6.662,-14.19,20.29,,
148,10276,Ar,4.5711965,13.252225,85.15406300000001,39,0.12,1.688e+17,4.404,-3.018,19.77,,
149,10276,Ar,4.5711965,13.252225,85.15406300000001,39,0.13,1.164e+17,3.136,1.995,18.23,,
150,10277,Ar,1.6599823,27.26435,42.59068499999999,39,0.04,2.456e+18,5.365,0.5897,28.35,,
151,10277,Ar,1.6599823,27.26435,42.59068499999999,39,0.05,2.421e+18,5.411,0.253,28.26,,
152,10277,Ar,1.6599823,27.26435,42.59068499999999,39,0.06,2.016e+18,5.609,-1.376,27.65,,
153,10277,Ar,1.6599823,27.26435,42.59068499999999,39,0.07,1.318e+18,6.635,-5.864,28.48,,
154,10277,Ar,1.6599823,27.26435,42.59068499999999,39,0.08,4.153e+17,8.002,-16.54,24.87,,
155,10277,Ar,1.6599823,27.26435,42.59068499999999,39,0.09,1.369e+17,9.702,-29.64,20.57,,
156,10277,Ar,1.6599823,27.26435,42.59068499999999,39,0.1,2.229e+16,10.87,-50.21,6.065,,
157,10277,Ar,1.6599823,27.26435,42.59068499999999,39,0.11,2.168e+16,10.15,-43.51,9.043,,
158,10277,Ar,1.6599823,27.26435,42.59068499999999,39,0.12,8.304e+16,6.4,-10.29,22.83,,
159,10277,Ar,1.6599823,27.26435,42.59068499999999,39,0.13,1.23e+17,4.274,1.924,24.04,,
160,10278,Ar,1.8611267,13.093905,42.509619,39,0.04,1.744e+18,5.31,-3.395,24.09,,
161,10278,Ar,1.8611267,13.093905,42.509619,39,0.05,1.715e+18,5.156,-3.486,23.2,,
162,10278,Ar,1.8611267,13.093905,42.509619,39,0.06,1.42e+18,5.44,-5.004,23.15,,
163,10278,Ar,1.8611267,13.093905,42.509619,39,0.07,9.627e+17,6.107,-8.156,23.45,,
164,10278,Ar,1.8611267,13.093905,42.509619,39,0.08,4.035e+17,6.909,-14.89,20.86,,
165,10278,Ar,1.8611267,13.093905,42.509619,39,0.09,3.938e+16,7.861,-33.98,6.707,,
166,10278,Ar,1.8611267,13.093905,42.509619,39,0.1,1.791e+16,8.722,-42.35,2.786,,
167,10278,Ar,1.8611267,13.093905,42.509619,39,0.11,2.04e+16,8.328,-35.71,7.395,,
168,10278,Ar,1.8611267,13.093905,42.509619,39,0.12,1.28e+17,5.389,-6.601,21.29,,
169,10278,Ar,1.8611267,13.093905,42.509619,39,0.13,1.274e+17,3.615,1.177,19.89,,
170,10279,Ar,1.2301665000000002,13.209102,31.888536,39,0.04,1.283e+18,6.426,-8.971,24.29,,
171,10279,Ar,1.2301665000000002,13.209102,31.888536,39,0.05,1.383e+18,6.528,-9.176,24.61,,
172,10279,Ar,1.2301665000000002,13.209102,31.888536,39,0.06,8.8e+17,6.881,-12.07,23.54,,
173,10279,Ar,1.2301665000000002,13.209102,31.888536,39,0.07,5.523e+17,7.539,-16.05,22.97,,
174,10279,Ar,1.2301665000000002,13.209102,31.888536,39,0.08,2.341e+17,8.86,-24.98,20.87,,
175,10279,Ar,1.2301665000000002,13.209102,31.888536,39,0.09,2.461e+16,9.6,-46.19,3.498,,
176,10279,Ar,1.2301665000000002,13.209102,31.888536,39,0.1,1.621e+16,9.963,-48.61,2.95,,
177,10279,Ar,1.2301665000000002,13.209102,31.888536,39,0.11,1.457e+16,9.256,-41.86,6.047,,
178,10279,Ar,1.2301665000000002,13.209102,31.888536,39,0.12,8.64e+16,5.666,-8.496,20.83,,
179,10279,Ar,1.2301665000000002,13.209102,31.888536,39,0.13,9.221e+16,3.9,-0.4492,19.73,,
180,10287,Ne,4.9175066,27.159854000000003,85.788647,20,0.04,1.91e+18,6.103,4.089,33.6,,
181,10287,Ne,4.9175066,27.159854000000003,85.788647,20,0.05,1.933e+18,6.212,3.729,33.77,,
182,10287,Ne,4.9175066,27.159854000000003,85.788647,20,0.06,1.837e+18,6.518,2.774,34.29,,
183,10287,Ne,4.9175066,27.159854000000003,85.788647,20,0.07,1.518e+18,6.827,1.089,34.1,,
184,10287,Ne,4.9175066,27.159854000000003,85.788647,20,0.08,1.089e+18,7.507,-1.759,34.54,,
185,10287,Ne,4.9175066,27.159854000000003,85.788647,20,0.09,6.509e+17,8.579,-6.86,34.62,,
186,10287,Ne,4.9175066,27.159854000000003,85.788647,20,0.1,3.914e+17,9.779,-11.99,35.3,,
187,10287,Ne,4.9175066,27.159854000000003,85.788647,20,0.11,2.64e+17,10.51,-14.16,36.63,,
188,10287,Ne,4.9175066,27.159854000000003,85.788647,20,0.12,2.355e+17,7.487,-2.484,33.72,,
189,10287,Ne,4.9175066,27.159854000000003,85.788647,20,0.13,1.886e+17,5.436,4.784,31.07,,
190,10288,Ne,4.6267707,12.936856,85.541602,20,0.04,1.367e+18,6.248,-0.7474,29.46,,
191,10288,Ne,4.6267707,12.936856,85.541602,20,0.05,1.386e+18,6.321,-1.067,29.49,,
192,10288,Ne,4.6267707,12.936856,85.541602,20,0.06,1.303e+18,6.423,-1.623,29.43,,
193,10288,Ne,4.6267707,12.936856,85.541602,20,0.07,1.065e+18,6.713,-3.005,29.46,,
194,10288,Ne,4.6267707,12.936856,85.541602,20,0.08,8.348e+17,7.537,-5.61,30.83,,
195,10288,Ne,4.6267707,12.936856,85.541602,20,0.09,4.999e+17,8.639,-10.78,30.99,,
196,10288,Ne,4.6267707,12.936856,85.541602,20,0.1,3.285e+17,9.662,-14.4,32.32,,
197,10288,Ne,4.6267707,12.936856,85.541602,20,0.11,2.273e+17,9.718,-14.31,32.68,,
198,10288,Ne,4.6267707,12.936856,85.541602,20,0.12,2.12e+17,6.959,-3.031,30.62,,
199,10288,Ne,4.6267707,12.936856,85.541602,20,0.13,1.435e+17,4.865,3.262,26.78,,
200,10289,Ne,2.1175259,27.553143,42.645543,20,0.04,1.095e+18,9.862,-11.92,35.77,,
201,10289,Ne,2.1175259,27.553143,42.645543,20,0.05,1.042e+18,10.06,-12.95,35.68,,
202,10289,Ne,2.1175259,27.553143,42.645543,20,0.06,8.593e+17,10.54,-15.19,35.75,,
203,10289,Ne,2.1175259,27.553143,42.645543,20,0.07,6.132e+17,11.23,-18.4,35.9,,
204,10289,Ne,2.1175259,27.553143,42.645543,20,0.08,4.146e+17,12.18,-22.71,36.17,,
205,10289,Ne,2.1175259,27.553143,42.645543,20,0.09,2.844e+17,12.87,-26.2,36.02,,
206,10289,Ne,2.1175259,27.553143,42.645543,20,0.1,2.109e+17,13.08,-26.55,36.69,,
207,10289,Ne,2.1175259,27.553143,42.645543,20,0.11,1.775e+17,12.54,-23.13,37.5,,
208,10289,Ne,2.1175259,27.553143,42.645543,20,0.12,1.833e+17,8.733,-6.449,35.77,,
209,10289,Ne,2.1175259,27.553143,42.645543,20,0.13,1.573e+17,6.189,2.035,31.96,,
210,10290,Ne,1.6708503,12.865554,42.144664,20,0.04,7.683e+17,9.435,-14.8,30.82,,
211,10290,Ne,1.6708503,12.865554,42.144664,20,0.05,7.605e+17,9.575,-15.47,30.83,,
212,10290,Ne,1.6708503,12.865554,42.144664,20,0.06,6.473e+17,9.858,-16.85,30.82,,
213,10290,Ne,1.6708503,12.865554,42.144664,20,0.07,4.438e+17,10.45,-19.81,30.73,,
214,10290,Ne,1.6708503,12.865554,42.144664,20,0.08,2.991e+17,11.34,-23.65,31.2,,
215,10290,Ne,1.6708503,12.865554,42.144664,20,0.09,2.096e+17,12.26,-27.43,31.84,,
216,10290,Ne,1.6708503,12.865554,42.144664,20,0.1,1.447e+17,12.25,-27.69,31.54,,
217,10290,Ne,1.6708503,12.865554,42.144664,20,0.11,9.988e+16,11.23,-23.93,30.36,,
218,10290,Ne,1.6708503,12.865554,42.144664,20,0.12,1.018e+17,7.013,-5.906,28.0,,
219,10290,Ne,1.6708503,12.865554,42.144664,20,0.13,9.345e+16,5.135,1.122,25.95,,
220,10291,Ne,5.1279327,27.189342,85.432865,20,0.04,1.93e+18,6.29,4.013,34.43,,
221,10291,Ne,5.1279327,27.189342,85.432865,20,0.05,1.89e+18,6.355,3.66,34.38,,
222,10291,Ne,5.1279327,27.189342,85.432865,20,0.06,1.811e+18,6.446,2.831,34.0,,
223,10291,Ne,5.1279327,27.189342,85.432865,20,0.07,1.486e+18,6.842,0.988,34.07,,
224,10291,Ne,5.1279327,27.189342,85.432865,20,0.08,1.044e+18,7.564,-2.104,34.47,,
225,10291,Ne,5.1279327,27.189342,85.432865,20,0.09,6.539e+17,8.782,-7.182,35.28,,
226,10291,Ne,5.1279327,27.189342,85.432865,20,0.1,3.652e+17,9.976,-13.0,35.23,,
227,10291,Ne,5.1279327,27.189342,85.432865,20,0.11,2.244e+17,10.39,-15.57,34.67,,
228,10291,Ne,5.1279327,27.189342,85.432865,20,0.12,1.605e+17,7.314,-4.704,30.66,,
229,10291,Ne,5.1279327,27.189342,85.432865,20,0.13,1.18e+17,5.692,1.875,29.39,,
230,10292,Ne,4.569474700000001,12.876395,84.46925800000001,20,0.04,1.367e+18,6.331,-1.042,29.57,,
231,10292,Ne,4.569474700000001,12.876395,84.46925800000001,20,0.05,1.307e+18,6.505,-1.782,29.67,,
232,10292,Ne,4.569474700000001,12.876395,84.46925800000001,20,0.06,1.253e+18,6.489,-2.102,29.27,,
233,10292,Ne,4.569474700000001,12.876395,84.46925800000001,20,0.07,1.064e+18,6.866,-3.394,29.81,,
234,10292,Ne,4.569474700000001,12.876395,84.46925800000001,20,0.08,7.26e+17,7.761,-6.769,30.76,,
235,10292,Ne,4.569474700000001,12.876395,84.46925800000001,20,0.09,4.331e+17,9.253,-12.95,31.79,,
236,10292,Ne,4.569474700000001,12.876395,84.46925800000001,20,0.1,2.582e+17,10.42,-17.96,32.44,,
237,10292,Ne,4.569474700000001,12.876395,84.46925800000001,20,0.11,1.563e+17,10.84,-19.59,32.84,,
238,10292,Ne,4.569474700000001,12.876395,84.46925800000001,20,0.12,1.162e+17,8.46,-9.21,31.69,,
239,10292,Ne,4.569474700000001,12.876395,84.46925800000001,20,0.13,2.984e+16,7.802,-9.677,28.05,,
240,10293,Ne,2.1403823,27.561212,42.699796,20,0.04,8.372e+17,9.0,-11.9,31.62,,
241,10293,Ne,2.1403823,27.561212,42.699796,20,0.05,8.672e+17,9.206,-12.54,31.98,,
242,10293,Ne,2.1403823,27.561212,42.699796,20,0.06,6.373e+17,9.876,-15.8,31.95,,
243,10293,Ne,2.1403823,27.561212,42.699796,20,0.07,4.365e+17,10.66,-19.85,31.67,,
244,10293,Ne,2.1403823,27.561212,42.699796,20,0.08,2.714e+17,11.81,-25.99,31.13,,
245,10293,Ne,2.1403823,27.561212,42.699796,20,0.09,1.787e+17,13.09,-31.63,31.64,,
246,10293,Ne,2.1403823,27.561212,42.699796,20,0.1,1.355e+17,13.39,-32.15,32.59,,
247,10293,Ne,2.1403823,27.561212,42.699796,20,0.11,1.079e+17,12.14,-27.2,31.49,,
248,10293,Ne,2.1403823,27.561212,42.699796,20,0.12,1.089e+17,8.852,-11.25,31.55,,
249,10293,Ne,2.1403823,27.561212,42.699796,20,0.13,4.015e+16,7.756,-8.962,28.54,,
250,10294,Ne,1.8119353,12.831396,42.72004199999999,20,0.04,7.699e+17,9.349,-15.14,30.07,,
251,10294,Ne,1.8119353,12.831396,42.72004199999999,20,0.05,6.995e+17,9.323,-16.04,29.04,,
252,10294,Ne,1.8119353,12.831396,42.72004199999999,20,0.06,6.036e+17,9.723,-17.7,29.31,,
253,10294,Ne,1.8119353,12.831396,42.72004199999999,20,0.07,3.783e+17,10.14,-21.37,27.65,,
254,10294,Ne,1.8119353,12.831396,42.72004199999999,20,0.08,2e+17,11.16,-28.31,25.66,,
255,10294,Ne,1.8119353,12.831396,42.72004199999999,20,0.09,9.811e+16,12.21,-36.74,22.28,,
256,10294,Ne,1.8119353,12.831396,42.72004199999999,20,0.1,4.639e+16,12.41,-42.36,17.67,,
257,10294,Ne,1.8119353,12.831396,42.72004199999999,20,0.11,2.22e+16,11.99,-44.33,13.63,,
